Num,BEARID,Sex,Date,Time,Lat,Lon,r,theta,phi,dt
290,1041,F,20030725,8:00:55,69.1428,-133.6701,0.000447214,-2.034443936,0.274167451,4
291,1041,F,20030725,12:00:37,69.1373,-133.6129,0.057463815,1.666655474,3.70109941,4
292,1041,F,20030725,16:01:06,69.1154,-133.6042,0.023564804,2.763450338,1.096794864,4
293,1041,F,20030725,20:01:07,69.1123,-133.6344,0.030358689,-1.673087064,1.846647905,4
294,1041,F,20030726,0:00:38,69.1123,-133.6343,0.0001,1.570796327,3.243883391,4
295,1041,F,20030726,4:00:37,69.1308,-133.6494,0.023880117,-0.684550961,4.027838019,4
296,1041,F,20030726,8:00:55,69.143,-133.6809,0.033780024,-1.201284559,5.766451709,4
297,1041,F,20030726,12:00:37,69.1181,-133.7383,0.062568123,-1.98009522,5.504374646,4
298,1041,F,20030727,4:01:37,69.0877,-133.7596,0.037119402,-2.530425286,5.732855242,16
299,1041,F,20030727,8:01:07,69.0534,-133.7443,0.037557689,2.722016608,5.252441894,4
300,1041,F,20030727,12:00:38,69.0539,-133.7092,0.035103561,1.556552276,5.117720975,4
301,1041,F,20030727,16:01:54,69.0531,-133.5652,0.144002222,1.576351825,0.019799549,4
302,1041,F,20030727,20:01:06,69.0533,-133.5655,0.000360555,-0.982793723,3.724039759,4
303,1041,F,20030728,0:00:38,69.0533,-133.5656,0.0001,-1.570796327,5.695182704,4
304,1041,F,20030728,4:00:38,69.0495,-133.5622,0.00509902,2.411692995,3.982489322,4
305,1041,F,20030728,8:00:37,69.0117,-133.5428,0.042487645,2.667419118,0.255726122,4
306,1041,F,20030728,12:00:37,68.9946,-133.5366,0.018189283,2.793761058,0.12634194,4
307,1041,F,20030728,16:01:06,68.9563,-133.5288,0.039086187,2.940684815,0.146923757,4
308,1041,F,20030728,20:03:05,68.947,-133.5349,0.01112205,-2.561071207,0.781429285,4
309,1041,F,20030729,4:00:38,68.9455,-133.5304,0.004743416,1.892546881,4.453618088,8
310,1041,F,20030729,8:01:31,68.8834,-133.5663,0.071730189,-2.617431883,1.773206543,4
311,1041,F,20030729,12:00:39,68.8713,-133.5629,0.012568612,2.867664551,5.485096435,4
312,1041,F,20030729,16:01:07,68.821,-133.5643,0.050319479,-3.113766835,0.30175392,4
313,1041,F,20030729,20:00:38,68.7875,-133.5486,0.036996486,2.703332576,5.817099411,4
314,1041,F,20030730,0:01:01,68.7875,-133.5486,0,#DIV/0!,#DIV/0!,4
315,1041,F,20030730,4:01:07,68.7857,-133.5458,0.003328663,2.142133807,#DIV/0!,4
316,1041,F,20030730,8:00:38,68.7457,-133.5222,0.046443083,2.608558543,0.466424737,4
317,1041,F,20030730,12:01:06,68.7259,-133.5206,0.019864541,3.060959778,0.452401234,4
318,1041,F,20030730,16:00:38,68.7035,-133.5265,0.023163981,-2.884049207,0.338176323,4
319,1041,F,20030730,20:00:38,68.7053,-133.5258,0.001931321,0.370891289,3.254940496,4
320,1041,F,20030731,0:00:38,68.7085,-133.5235,0.003940812,0.62319933,0.252308041,4
321,1041,F,20030731,4:01:07,68.7035,-133.5263,0.00573062,-2.631104332,3.028881646,4
322,1041,F,20030731,8:00:37,68.7036,-133.5262,0.000141421,0.785398163,3.416502495,4
323,1041,F,20030731,12:01:07,68.6998,-133.5285,0.004441846,-2.597312169,2.900474975,4
324,1041,F,20030731,16:01:07,68.7028,-133.5439,0.015689487,-1.378400725,1.218911443,4
325,1041,F,20030731,20:01:07,68.7053,-133.5395,0.005060632,1.054101188,2.432501913,4
326,1041,F,20030801,0:00:38,68.7052,-133.5395,1E-04,3.141592654,2.087491466,1660
327,1041,F,20030801,8:00:38,68.704,-133.4949,0.044616141,1.597695667,4.73928832,8
328,1041,F,20030801,12:01:07,68.694,-133.5066,0.015391231,-2.278013157,2.407476484,4
329,1041,F,20030801,16:00:38,68.6928,-133.5383,0.031722705,-1.60863315,0.669380007,4
330,1041,F,20030801,20:01:06,68.6941,-133.5332,0.005263079,1.321209401,2.929842551,4
331,1041,F,20030802,0:00:37,68.6941,-133.533,0.0002,1.570796327,0.249586925,4
332,1041,F,20030802,4:01:25,68.6967,-133.5343,0.002906888,-0.463647609,4.248741371,4
333,1041,F,20030802,8:00:38,68.699,-133.5452,0.011140018,-1.36283778,5.383995137,4
334,1041,F,20030802,12:02:36,68.6989,-133.5467,0.00150333,-1.637364491,6.008658596,4
335,1041,F,20030802,16:01:07,68.7017,-133.5442,0.003753665,0.728854726,2.366219217,4
336,1041,F,20030803,0:01:31,68.7023,-133.5423,0.001992486,1.264917455,0.536062729,8
337,1041,F,20030803,4:00:38,68.7041,-133.541,0.00222036,0.62548504,5.643752892,4
338,1041,F,20030803,8:01:07,68.6967,-133.5792,0.038910153,-1.762143573,3.895556694,4
339,1041,F,20030803,12:01:07,68.704,-133.6017,0.023654598,-1.257066991,0.505076583,4
340,1041,F,20030803,20:01:07,68.7039,-133.6034,0.001702939,-1.62955215,5.910700148,8
341,1041,F,20030804,0:00:37,68.7038,-133.6034,0.0001,3.141592654,4.771144803,4
342,1041,F,20030804,4:01:07,68.7123,-133.6086,0.009964437,-0.54902514,2.592567514,4
343,1041,F,20030804,8:00:38,68.7119,-133.6057,0.002927456,1.707862501,2.256887641,4
344,1041,F,20030804,12:01:06,68.7112,-133.615,0.009326307,-1.645923483,2.929399323,4
345,1041,F,20030804,16:00:37,68.7108,-133.6103,0.004716991,1.65569812,3.301621603,4
346,1041,F,20030804,20:01:07,68.7172,-133.6008,0.011454693,0.977951146,5.605438333,4
347,1041,F,20030805,0:01:01,68.7168,-133.5981,0.002729469,1.717874682,0.739923536,4
348,1041,F,20030805,4:01:07,68.7173,-133.6017,0.003634556,-1.432790303,3.132520322,4
349,1041,F,20030805,8:00:38,68.7172,-133.6019,0.000223607,-2.034443936,5.681531675,4
350,1041,F,20030805,12:01:07,68.7165,-133.5963,0.00564358,1.695151321,3.729595257,4
351,1041,F,20030805,16:00:38,68.7207,-133.6021,0.007161006,-0.944053426,3.64398056,4
352,1041,F,20030805,20:00:38,68.7199,-133.601,0.001360147,2.199592613,3.143646039,4
353,1041,F,20030806,0:00:38,68.7198,-133.601,1E-04,3.141592654,0.94200004,4
354,1041,F,20030806,4:01:06,68.7171,-133.5959,0.005770615,2.057695559,5.199288212,4
355,1041,F,20030806,12:02:23,68.7166,-133.5984,0.00254951,-1.768191887,2.457297862,8
356,1041,F,20030806,16:00:38,68.7185,-133.5999,0.002420744,-0.668289419,1.099902468,4
357,1041,F,20030807,0:01:13,68.7253,-133.6074,0.010123734,-0.83431017,6.117164556,8
358,1041,F,20030807,4:00:38,68.7171,-133.5965,0.013640015,2.21576371,3.05007388,4
359,1041,F,20030807,8:00:38,68.7171,-133.6021,0.0056,-1.570796327,2.49662527,4
360,1041,F,20030807,12:01:07,68.7166,-133.5974,0.004726521,1.676780685,3.247577012,4
361,1041,F,20030807,16:01:07,68.7263,-133.5579,0.040673579,1.32999176,5.936396382,4
362,1041,F,20030807,20:01:27,68.7279,-133.5617,0.004123106,-1.172273881,3.780919666,4
363,1041,F,20030808,0:01:07,68.7266,-133.5598,0.002302173,2.17084654,3.343120421,4
364,1041,F,20030808,4:00:37,68.725,-133.5414,0.018469434,1.657534665,5.769873432,4
365,1041,F,20030808,8:00:38,68.7234,-133.5209,0.020562344,1.648687203,6.274337845,4
366,1041,F,20030808,12:01:07,68.7234,-133.5209,0,#DIV/0!,#DIV/0!,4
367,1041,F,20030808,16:00:38,68.7115,-133.5094,0.016548716,2.373286843,#DIV/0!,4
368,1041,F,20030808,20:01:06,68.7108,-133.5272,0.017813759,-1.610101916,2.299796549,4
369,1041,F,20030809,0:01:06,68.7105,-133.5265,0.000761577,1.975688113,3.585790029,4
370,1041,F,20030809,4:00:38,68.7107,-133.5277,0.001216553,-1.405647649,2.901849545,4
371,1041,F,20030809,8:00:37,68.712,-133.5095,0.01824637,1.499488862,2.905136511,4
372,1041,F,20030809,12:01:06,68.7121,-133.5087,0.000806226,1.446441332,6.230137777,4
373,1041,F,20030809,16:00:37,68.7133,-133.5036,0.005239275,1.33970566,6.176449635,4
374,1041,F,20030809,20:00:42,68.7125,-133.5082,0.004669047,-1.742987141,3.200492506,4
375,1041,F,20030810,0:01:24,68.7095,-133.5112,0.004242641,-2.35619449,5.669977958,4
376,1041,F,20030810,4:00:38,68.7119,-133.5258,0.014795945,-1.407869868,0.948324622,4
377,1041,F,20030810,8:00:38,68.7134,-133.5074,0.01846104,1.489454463,2.897324331,4
378,1041,F,20030810,12:01:07,68.7771,-133.4486,0.086689849,0.745419476,5.53915032,4
379,1041,F,20030810,16:00:37,68.7631,-133.4815,0.03575486,-1.973117425,3.564648406,4
380,1041,F,20030810,20:00:37,68.7386,-133.507,0.035362409,-2.336197156,5.920105576,4
381,1041,F,20030811,0:01:40,68.7387,-133.5071,0.000141421,-0.785398163,1.550798993,4
382,1041,F,20030811,4:00:38,68.741,-133.5202,0.013300376,-1.396995208,5.671588263,4
383,1041,F,20030811,8:00:54,68.7339,-133.5393,0.020376948,-1.926695092,5.753485423,4
384,1041,F,20030811,12:01:24,68.7344,-133.54,0.000860233,-0.950546841,0.976148251,4
385,1041,F,20030811,16:00:38,68.7322,-133.5518,0.012003333,-1.755120736,5.478611412,4
386,1041,F,20030811,20:00:38,68.7301,-133.566,0.014354442,-1.71761945,0.037501286,4
387,1041,F,20030812,0:00:37,68.7301,-133.5656,0.0004,1.570796327,3.288415777,4
388,1041,F,20030812,4:00:38,68.7267,-133.5604,0.00621289,2.149870596,0.579074269,4
389,1041,F,20030812,8:00:37,68.73,-133.5648,0.0055,-0.927295218,3.206019493,4
390,1041,F,20030812,12:01:07,68.7292,-133.5615,0.003395585,1.808632254,2.735927472,4
391,1041,F,20030812,16:00:37,68.7276,-133.5638,0.002801785,-2.178598323,2.29595473,4
392,1041,F,20030812,20:01:07,68.7297,-133.5961,0.032368194,-1.505872222,0.672726101,4
393,1041,F,20030813,0:01:01,68.7318,-133.5982,0.002969848,-0.785398163,0.720474059,4
394,1041,F,20030813,4:00:38,68.7268,-133.5596,0.038922487,1.699612732,2.485010896,4
395,1041,F,20030813,8:00:38,68.7268,-133.5574,0.0022,1.570796327,6.154368902,4
396,1041,F,20030813,12:00:38,68.7267,-133.5567,0.000707107,1.712693381,0.141897055,4
397,1041,F,20030813,16:00:38,68.7499,-133.6446,0.09091012,-1.312744769,3.257747157,4
398,1041,F,20030813,20:01:25,68.743,-133.6493,0.008348653,-2.543623603,5.052306474,4
399,1041,F,20030814,0:01:55,68.7085,-133.6606,0.036303443,-2.825068532,6.001740377,4
400,1041,F,20030814,4:00:38,68.6894,-133.6823,0.028908476,-2.292555052,0.53251348,4
401,1041,F,20030814,8:00:43,68.6854,-133.7058,0.023837995,-1.739393266,0.553161786,4
402,1041,F,20030814,12:01:31,68.6866,-133.7044,0.001843909,0.862170055,2.601563321,4
403,1041,F,20030814,16:00:38,68.6909,-133.7305,0.026451843,-1.407512159,4.013503093,4
404,1041,F,20030814,20:02:25,68.691,-133.7313,0.000806226,-1.446441332,6.244256134,4
405,1041,F,20030815,0:01:30,68.691,-133.7311,0.0002,1.570796327,3.017237659,4
406,1041,F,20030815,4:00:38,68.6671,-133.7036,0.036434324,2.286269768,0.715473441,4
407,1041,F,20030815,8:00:38,68.681,-133.6924,0.01785077,0.67824049,4.67515603,4
408,1041,F,20030815,12:00:38,68.6833,-133.6796,0.013004999,1.393006098,0.714765607,4
409,1041,F,20030815,16:00:38,68.6865,-133.6228,0.056890069,1.514517791,0.121511693,4
410,1041,F,20030816,0:01:06,68.7018,-133.6102,0.019820444,0.688924388,5.457591905,8
411,1041,F,20030816,4:00:37,68.7126,-133.6011,0.014122677,0.700177932,0.011253544,4
412,1041,F,20030816,8:00:42,68.7118,-133.6067,0.005656854,-1.712693381,3.870313993,4
413,1041,F,20030816,12:01:07,68.7118,-133.6065,0.0002,1.570796327,3.283489708,4
414,1041,F,20030816,16:00:38,68.7229,-133.6034,0.011524756,0.272340254,4.984729234,4
415,1041,F,20030816,20:01:07,68.7193,-133.6008,0.004440721,2.516107613,2.243767359,4
416,1041,F,20030817,0:00:56,68.7278,-133.5616,0.040110971,1.357265248,5.124342942,4
417,1041,F,20030817,4:00:38,68.7249,-133.5537,0.008415462,1.922613006,0.565347758,4
418,1041,F,20030817,8:00:37,68.7726,-133.5687,0.0500029,-0.304674415,4.055897885,4
419,1041,F,20030817,12:00:38,68.8382,-133.6933,0.140813778,-1.086186096,5.501673626,4
420,1041,F,20030817,16:00:38,68.8871,-133.7951,0.112935601,-1.122988977,6.246382427,4
421,1041,F,20030817,20:01:06,68.9008,-133.8442,0.050975484,-1.298694379,6.107479905,4
422,1041,F,20030818,0:00:38,68.9027,-133.8398,0.004792703,1.163164821,2.4618592,4
423,1041,F,20030818,4:01:07,68.9024,-133.8485,0.008705171,-1.605265428,3.514755058,4
424,1041,F,20030818,8:00:37,68.9399,-133.8666,0.041639645,-0.449685036,1.155580392,4
425,1041,F,20030818,12:00:37,68.9398,-133.8666,1E-04,3.141592654,3.59127769,4
426,1041,F,20030818,16:01:06,68.9508,-133.8957,0.031109645,-1.209392104,1.93220055,4
427,1041,F,20030818,20:01:07,68.9694,-133.8661,0.034958833,1.009771304,2.219163407,4
428,1041,F,20030819,4:01:07,69.0045,-133.8044,0.07098521,1.053572279,0.043800975,8
429,1041,F,20030819,8:00:38,69.0412,-133.7426,0.071875796,1.03491032,6.264523348,4
430,1041,F,20030819,12:00:37,69.0545,-133.7503,0.015368149,-0.524795772,4.723479216,4
431,1041,F,20030819,16:01:06,69.0893,-133.6532,0.10314771,1.226663739,1.751459511,4
432,1041,F,20030819,20:00:38,69.1392,-133.645,0.050569259,0.162872999,5.219394566,4
433,1041,F,20030820,0:00:38,69.1524,-133.6513,0.014626346,-0.445301044,5.675011265,4
434,1041,F,20030820,4:00:37,69.1733,-133.6657,0.025380504,-0.603301956,6.125184395,4
435,1041,F,20030820,8:00:55,69.2154,-133.715,0.064829777,-0.864010441,6.022476823,4
436,1041,F,20030820,12:00:38,69.2464,-133.7347,0.036729961,-0.566102782,0.297907659,4
437,1041,F,20030820,16:01:07,69.2786,-133.762,0.042215282,-0.703230641,6.146057448,4
438,1041,F,20030820,20:01:06,69.2771,-133.794,0.032035137,-1.61763704,5.368778909,4
439,1041,F,20030821,0:00:38,69.2772,-133.795,0.001004988,-1.471127674,0.146509365,4
440,1041,F,20030821,4:01:07,69.2826,-133.781,0.015005332,1.202665555,2.67379323,4
441,1041,F,20030821,8:00:56,69.3274,-133.8222,0.06086444,-0.743562123,4.336957628,4
442,1041,F,20030821,12:01:06,69.3183,-133.8406,0.020527299,-2.030086665,4.996660766,4
443,1041,F,20030821,16:00:38,69.3132,-133.8752,0.034973847,-1.717141391,0.312945274,4
444,1041,F,20030821,20:01:04,69.2723,-133.8623,0.042886128,2.836064865,4.553206256,4
445,1041,F,20030822,0:01:06,69.2688,-133.8663,0.005315073,-2.289626326,1.157494116,4
446,1041,F,20030822,4:01:07,69.2708,-133.8768,0.010688779,-1.382574821,0.907051505,4
447,1041,F,20030822,8:01:55,69.2655,-133.9387,0.062126484,-1.656209978,6.00955015,4
448,1041,F,20030822,12:02:36,69.2595,-133.9792,0.040942032,-1.717874682,6.221520603,4
449,1041,F,20030822,16:00:40,69.2351,-133.9705,0.025904633,2.799088059,4.516962741,4
450,1041,F,20030822,20:01:01,69.2214,-133.8977,0.074077864,1.756807682,5.24090493,4
451,1041,F,20030823,0:00:38,69.2196,-133.8967,0.002059126,2.634494149,0.877686468,4
452,1041,F,20030823,4:01:01,69.2171,-133.876,0.02085042,1.690987157,5.339678315,4
453,1041,F,20030823,8:00:38,69.2376,-133.8222,0.057573345,1.206740079,5.798938228,4
454,1041,F,20030823,12:01:07,69.2364,-133.8323,0.010171037,-1.689053836,3.387391393,4
455,1041,F,20030823,16:01:25,69.2364,-133.8196,0.0127,1.570796327,3.259850163,4
456,1041,F,20030823,20:01:01,69.237,-133.8028,0.016810711,1.535097214,6.247486195,4
457,1041,F,20030824,0:00:56,69.2371,-133.8047,0.00190263,-1.518213265,3.229874828,4
458,1041,F,20030824,4:00:37,69.2473,-133.7947,0.014284257,0.775497497,2.293710762,4
459,1041,F,20030824,8:00:38,69.2523,-133.8214,0.027164131,-1.385674519,4.122013292,4
460,1041,F,20030824,12:01:08,69.252,-133.822,0.00067082,-2.034443936,5.63441589,4
461,1041,F,20030824,16:01:36,69.2418,-133.8495,0.029330701,-1.925975632,0.108468304,4
462,1041,F,20030824,20:00:38,69.2434,-133.8723,0.022856071,-1.500735744,0.425239888,4
463,1041,F,20030825,4:00:37,69.2602,-133.8873,0.022521989,-0.728854726,0.771881018,8
464,1041,F,20030825,8:01:24,69.2747,-133.8677,0.024380525,0.93385788,1.662712607,4
465,1041,F,20030825,12:01:06,69.2745,-133.8618,0.005903389,1.604681657,0.670823777,4
466,1041,F,20030825,16:01:25,69.273,-133.8351,0.026742102,1.626917109,0.022235453,4
467,1041,F,20030825,20:01:07,69.2728,-133.8205,0.01460137,1.5844941,6.240762298,4
468,1041,F,20030826,0:00:37,69.2727,-133.8205,0.0001,3.141592654,1.557098553,4
469,1041,F,20030826,4:00:40,69.2765,-133.84,0.019866806,-1.378336561,1.763256093,4
470,1041,F,20030826,8:00:38,69.277,-133.871,0.031004032,-1.554668693,6.106853175,4
471,1041,F,20030826,12:01:01,69.2844,-133.8987,0.028671414,-1.309744598,0.244924095,4
472,1041,F,20030826,16:01:01,69.306,-133.8906,0.02306881,0.35877067,1.668515268,4
473,1041,F,20030826,20:01:07,69.3162,-133.8733,0.020083077,1.038062414,0.679291744,4
474,1041,F,20030827,0:01:07,69.3163,-133.8732,0.000141421,0.785398163,6.030521057,4
475,1041,F,20030827,4:01:07,69.3177,-133.8864,0.013274035,-1.465130745,4.032656399,4
476,1041,F,20030827,8:00:57,69.3159,-133.8311,0.055329287,1.603334568,3.068465312,4
477,1041,F,20030827,12:01:06,69.3286,-133.7768,0.055765401,1.341040498,6.020891238,4
478,1041,F,20030827,20:01:07,69.2872,-133.7144,0.074884711,2.156576712,0.815536214,8
479,1041,F,20030828,0:00:38,69.2863,-133.7041,0.010339246,1.657953601,5.784562197,4
480,1041,F,20030828,4:00:38,69.2847,-133.7045,0.001649242,-2.89661399,1.728617715,4
481,1041,F,20030828,8:01:24,69.2862,-133.713,0.008631338,-1.396124128,1.500489863,4
482,1041,F,20030828,12:00:38,69.2845,-133.7208,0.007983107,-1.785389208,5.893920227,4
483,1041,F,20030828,16:00:38,69.2743,-133.755,0.035688654,-1.860642817,6.207931699,4
484,1041,F,20030828,20:01:02,69.2594,-133.7117,0.045791921,1.902215088,3.762857905,4
485,1041,F,20030829,0:00:37,69.2488,-133.6896,0.02451061,2.018022054,0.115806966,4
486,1041,F,20030829,4:01:30,69.2386,-133.7373,0.048778376,-1.781460107,2.483703146,4
487,1041,F,20030829,8:00:38,69.2291,-133.7587,0.023413885,-1.988587005,6.076058409,4
488,1041,F,20030829,12:00:38,69.2299,-133.7574,0.001526434,1.019141344,3.007728349,4
489,1041,F,20030829,16:00:37,69.2222,-133.6951,0.062774039,1.693768196,0.674626852,4
490,1041,F,20030829,20:00:38,69.2142,-133.5877,0.107697539,1.645146915,6.234564026,4
491,1041,F,20030830,0:00:37,69.2054,-133.5808,0.011182576,2.476627936,0.831481021,4
492,1041,F,20030830,4:01:06,69.1594,-133.5836,0.046085139,-3.080798098,0.725759273,4
493,1041,F,20030830,8:00:38,69.1466,-133.6374,0.055301718,-1.804371975,1.276426122,4
494,1041,F,20030830,12:00:38,69.1467,-133.6412,0.003801316,-1.54448661,0.259885366,4
495,1041,F,20030830,16:00:38,69.1399,-133.6672,0.026874523,-1.826604891,6.001067025,4
496,1041,F,20030830,20:01:24,69.1005,-133.6664,0.039408121,3.121290875,4.947895766,4
497,1041,F,20030831,0:00:55,69.0888,-133.6535,0.01741551,2.307452639,5.469347071,4
498,1041,F,20030831,4:01:01,69.0828,-133.6423,0.012705904,2.062605503,6.038338171,4
499,1041,F,20030831,8:00:38,69.0701,-133.6524,0.016226522,-2.469739095,1.750840709,4
500,1041,F,20030831,12:00:38,69.0701,-133.6523,0.0001,1.570796327,4.040535422,4
501,1041,F,20030831,16:01:07,69.0607,-133.6832,0.032298142,-1.866108381,2.846280599,4
502,1041,F,20030831,20:00:37,69.0396,-133.7431,0.063507637,-1.909477534,6.239816154,4
503,1041,F,20030901,0:00:38,69.0132,-133.787,0.051226653,-2.112220179,6.080442662,1660
504,1041,F,20030901,4:00:55,69.0031,-133.8131,0.027986068,-1.940022492,0.172197687,4
505,1041,F,20030901,8:00:38,69.0018,-133.8132,0.00130384,-3.064820762,5.158387037,4
506,1041,F,20030901,12:00:38,69.0018,-133.8132,0,#DIV/0!,#DIV/0!,4
507,1041,F,20030901,16:00:43,69.001,-133.8113,0.002061553,1.969318772,#DIV/0!,4
508,1041,F,20030901,20:00:38,68.9509,-133.9143,0.114538247,-2.023511142,2.290355393,4
509,1041,F,20030902,0:00:38,68.9467,-133.9114,0.00510392,2.537287147,4.560798289,4
510,1041,F,20030902,4:01:06,68.9322,-133.8996,0.018694652,2.458497687,6.204395847,4
511,1041,F,20030902,8:00:38,68.9229,-133.9029,0.009868131,-2.8006137,1.02407392,4
512,1041,F,20030902,12:00:38,68.9229,-133.9028,1E-04,1.570796327,4.371410027,4
513,1041,F,20030902,16:01:07,68.905,-133.8593,0.04703892,1.961172103,0.390375776,4
514,1041,F,20030902,20:00:38,68.9021,-133.8655,0.006844706,-2.008306099,2.313707105,4
515,1041,F,20030903,0:01:06,68.8997,-133.8709,0.005909315,-1.989020656,0.019285443,4
516,1041,F,20030903,4:01:25,68.8941,-133.8784,0.009360021,-2.212160687,6.060045277,4
517,1041,F,20030903,8:00:37,68.8928,-133.8825,0.004301163,-1.877842059,0.334318628,4
518,1041,F,20030903,12:00:38,68.8928,-133.8825,0,#DIV/0!,#DIV/0!,4
519,1041,F,20030903,16:01:24,68.8903,-133.8734,0.009437161,1.83890711,#DIV/0!,4
520,1041,F,20030903,20:00:38,68.8912,-133.8693,0.004197618,1.354711354,5.798989552,4
521,1041,F,20030904,0:01:07,68.8929,-133.8694,0.001702939,-0.058755823,4.86971813,4
522,1041,F,20030904,4:00:38,68.9027,-133.846,0.025369273,1.174185925,1.232941747,4
523,1041,F,20030904,12:00:38,68.9037,-133.8538,0.007863841,-1.443286769,3.665712614,8
524,1041,F,20030904,16:00:37,68.9018,-133.8552,0.002360085,-2.506565918,5.219906158,4
525,1041,F,20030904,20:00:38,68.9049,-133.8581,0.004244997,-0.752077168,1.754488751,4
526,1041,F,20030905,0:00:37,68.9148,-133.8506,0.012420145,0.648331989,1.400409157,4
527,1041,F,20030905,4:01:08,68.9722,-133.7422,0.122659366,1.083812328,0.435480339,4
528,1041,F,20030905,8:00:38,68.9912,-133.729,0.023135254,0.607184903,5.806557882,4
529,1041,F,20030905,12:00:37,68.9912,-133.7291,1E-04,-1.570796327,4.105204078,4
530,1041,F,20030905,16:00:37,69.0117,-133.6923,0.042124696,1.062544952,2.633341279,4
531,1041,F,20030905,20:00:38,69.0715,-133.6492,0.073713296,0.624507464,5.845147819,4
532,1041,F,20030906,0:00:38,69.1043,-133.655,0.033308858,-0.175020025,5.483657818,4
533,1041,F,20030906,4:00:38,69.1493,-133.6853,0.054250253,-0.592603798,5.865601534,4
534,1041,F,20030906,8:00:38,69.1749,-133.6666,0.031702524,0.630883482,1.22348728,4
535,1041,F,20030906,12:00:39,69.1749,-133.6667,0.0001,-1.570796327,4.081505498,4
536,1041,F,20030906,16:01:30,69.1939,-133.7131,0.050139406,-1.182141982,0.388654345,4
537,1041,F,20030906,20:00:38,69.206,-133.719,0.013461798,-0.453681162,0.72846082,4
538,1041,F,20030907,0:00:56,69.212,-133.7681,0.04946524,-1.4491996,5.287666869,4
539,1041,F,20030907,4:01:07,69.2321,-133.8516,0.085885156,-1.334572029,0.114627571,4
540,1041,F,20030907,8:00:38,69.2508,-133.9156,0.066676008,-1.286522285,0.048049744,4
541,1041,F,20030907,12:00:38,69.2509,-133.9128,0.002801785,1.535097214,2.821619499,4
542,1041,F,20030907,16:01:25,69.2602,-133.889,0.025552495,1.198283965,5.946372059,4
543,1041,F,20030907,20:00:38,69.2592,-133.8851,0.004026164,1.821799013,0.623515048,4
544,1041,F,20030908,0:00:37,69.2641,-133.893,0.009296236,-1.015617751,3.445768543,4
545,1041,F,20030908,4:00:38,69.2687,-133.9183,0.025714782,-1.390942827,5.907860231,4
546,1041,F,20030908,8:00:37,69.2644,-133.9408,0.022907204,-1.759630452,5.914497682,4
547,1041,F,20030908,12:00:38,69.2644,-133.9409,0.0001,-1.570796327,0.188834125,4
548,1041,F,20030908,16:01:31,69.2604,-133.974,0.033340816,-1.691059082,6.162922552,4
549,1041,F,20030908,20:00:38,69.2558,-134.0085,0.034805316,-1.703347859,6.27089653,4
550,1041,F,20030909,0:01:24,69.2554,-134.0103,0.001843909,-1.789465273,6.197067894,4
551,1041,F,20030909,4:01:55,69.2542,-134.0035,0.006905071,1.745468526,3.534933798,4
552,1041,F,20030909,8:00:38,69.2533,-134.0012,0.002469818,1.943784049,0.198315523,4
553,1041,F,20030909,12:00:38,69.2535,-134.0011,0.000223607,0.463647609,4.803048868,4
554,1041,F,20030909,16:01:07,69.2535,-133.9983,0.0028,1.570796327,1.107148718,4
555,1041,F,20030909,20:00:55,69.2497,-134.0203,0.02232577,-1.741835952,2.970553028,4
556,1041,F,20030910,0:00:38,69.2458,-134.0336,0.013860014,-1.856033436,6.168987823,4
557,1041,F,20030910,4:00:37,69.244,-134.0279,0.005977458,1.876675198,3.732708635,4
558,1041,F,20030910,12:00:38,69.2525,-134.0442,0.018383144,-1.090118734,3.316391375,8
559,1041,F,20030910,16:00:38,69.2476,-134.0696,0.02586832,-1.761368642,5.6119354,4
560,1041,F,20030910,20:00:38,69.2431,-134.0754,0.007340981,-2.230644753,5.813909196,4
561,1041,F,20030911,0:01:07,69.2476,-134.0909,0.016140012,-1.288241374,0.942403379,4
562,1041,F,20030911,4:01:37,69.2465,-134.0938,0.003101612,-1.933340564,5.638086117,4
563,1041,F,20030911,12:00:38,69.2471,-134.0957,0.001992486,-1.264917455,0.668423109,8
564,1041,F,20030911,16:00:37,69.2379,-134.0924,0.009773945,2.797192252,4.062109707,4
565,1041,F,20030911,20:00:37,69.229,-134.1013,0.012586501,-2.35619449,1.129798565,4
566,1041,F,20030912,0:01:38,69.2265,-134.1078,0.006964194,-1.937970161,0.41822433,4
567,1041,F,20030912,4:00:38,69.2452,-134.1073,0.018706683,0.026731599,1.964701759,4
568,1041,F,20030912,8:00:38,69.2493,-134.1268,0.019926364,-1.363558565,4.892895143,4
569,1041,F,20030912,12:00:38,69.2493,-134.126,0.0008,1.570796327,2.934354892,4
570,1041,F,20030912,16:01:07,69.249,-134.1348,0.008805112,-1.604874038,3.107514942,4
571,1041,F,20030912,20:00:38,69.2465,-134.1179,0.017083911,1.717660228,3.322534266,4
572,1041,F,20030913,0:01:07,69.2503,-134.1091,0.009585406,1.163164821,5.728689901,4
573,1041,F,20030913,4:00:38,69.2494,-134.0928,0.016324828,1.625955043,0.462790221,4
574,1041,F,20030913,8:00:38,69.2486,-134.0743,0.018517289,1.614012646,6.27124291,4
575,1041,F,20030913,12:01:07,69.2486,-134.0742,0.0001,1.570796327,6.239968988,4
576,1041,F,20030913,16:00:41,69.249,-134.0413,0.032902432,1.558638871,6.271027851,4
577,1041,F,20030913,20:01:07,69.2533,-133.9892,0.052277146,1.488449376,6.212995812,4
578,1041,F,20030914,0:01:02,69.2548,-133.9573,0.031935247,1.523808993,0.035359618,4
