Num,BEARID,Sex,Date,Time,Lat,Lon
1,1086,F,20040511,14:47:00,69.19611,-135.0675
2,1086,F,20040512,0:00:55,69.19118,-135.06715
3,1086,F,20040512,4:00:38,69.18096,-135.05938
4,1086,F,20040512,8:01:25,69.17953,-135.06093
5,1086,F,20040512,12:01:06,69.17946,-135.06093
6,1086,F,20040512,20:02:44,69.17943,-135.06082
7,1086,F,20040515,0:01:36,69.17945,-135.06063
8,1086,F,20040515,20:01:06,69.15807,-135.02654
9,1086,F,20040516,0:01:08,69.14446,-134.99795
10,1086,F,20040516,4:00:38,69.15111,-134.98802
11,1086,F,20040516,8:00:38,69.15334,-134.98241
12,1086,F,20040516,12:00:38,69.15444,-134.98854
13,1086,F,20040516,16:00:38,69.15502,-134.98907
14,1086,F,20040516,20:00:38,69.15581,-134.99439
15,1086,F,20040517,0:00:38,69.15578,-134.99447
16,1086,F,20040517,4:00:38,69.15579,-134.99441
17,1086,F,20040517,8:00:38,69.15573,-134.99436
18,1086,F,20040517,12:00:37,69.15584,-134.99453
19,1086,F,20040517,16:00:38,69.15573,-134.99431
20,1086,F,20040517,20:00:38,69.15575,-134.99439
21,1086,F,20040518,0:00:38,69.15465,-134.98644
22,1086,F,20040518,4:00:38,69.13192,-135.02043
23,1086,F,20040518,8:00:38,69.13812,-135.06256
24,1086,F,20040518,12:00:38,69.13805,-135.06291
25,1086,F,20040518,16:00:38,69.13807,-135.06294
26,1086,F,20040518,20:00:37,69.13766,-135.06348
27,1086,F,20040519,0:00:37,69.13746,-135.06352
28,1086,F,20040519,4:00:38,69.12408,-135.14609
29,1086,F,20040519,8:00:38,69.13516,-135.16301
30,1086,F,20040519,12:00:38,69.13508,-135.16305
31,1086,F,20040519,16:00:38,69.13522,-135.16309
32,1086,F,20040519,20:00:38,69.13498,-135.16286
33,1086,F,20040520,0:00:37,69.13253,-135.2069
34,1086,F,20040520,4:01:24,69.13887,-135.23643
35,1086,F,20040520,8:00:38,69.12495,-135.23981
36,1086,F,20040520,12:00:38,69.13709,-135.24443
37,1086,F,20040520,16:00:38,69.13949,-135.24395
38,1086,F,20040520,20:00:38,69.13946,-135.2438
39,1086,F,20040521,0:00:38,69.13687,-135.21176
40,1086,F,20040521,4:00:38,69.12669,-135.21193
41,1086,F,20040521,8:00:38,69.12422,-135.21774
42,1086,F,20040521,12:00:38,69.12422,-135.21774
43,1086,F,20040521,16:00:38,69.12163,-135.21251
44,1086,F,20040521,20:01:37,69.11906,-135.1851
45,1086,F,20040522,0:00:55,69.11902,-135.1851
46,1086,F,20040522,4:00:38,69.11912,-135.18514
47,1086,F,20040522,8:00:37,69.12528,-135.20147
48,1086,F,20040522,12:00:38,69.12527,-135.20137
