Num,BEARID,Sex,Date,Time,Lat,Lon
1,1107,F,20040523,20:00:00,69.36278,-134.2875
2,1107,F,20040524,0:00:00,69.3578,-134.2801
3,1107,F,20040524,4:00:00,69.3577,-134.2797
4,1107,F,20040524,8:01:00,69.3567,-134.2758
5,1107,F,20040524,12:00:00,69.3564,-134.26
6,1107,F,20040524,16:01:00,69.3686,-134.2102
7,1107,F,20040524,20:00:00,69.3692,-134.2115
8,1107,F,20040525,0:00:00,69.3749,-134.2059
9,1107,F,20040526,8:00:00,69.4945,-134.2638
10,1107,F,20040526,12:00:00,69.5169,-134.3546
11,1107,F,20040526,16:01:00,69.5169,-134.3546
12,1107,F,20040526,20:00:00,69.5167,-134.3565
13,1107,F,20040527,0:03:00,69.5168,-134.3564
14,1107,F,20040527,8:00:00,69.4548,-134.3417
15,1107,F,20040527,12:00:00,69.4566,-134.3488
16,1107,F,20040527,16:02:00,69.4551,-134.3507
17,1107,F,20040527,20:00:00,69.4527,-134.3541
18,1107,F,20040528,0:00:00,69.4527,-134.3543
19,1107,F,20040528,8:00:00,69.4518,-134.3553
20,1107,F,20040528,12:00:00,69.409,-134.3657
21,1107,F,20040528,16:01:00,69.4242,-134.354
22,1107,F,20040528,20:00:00,69.4567,-134.3488
23,1107,F,20040529,0:00:00,69.4566,-134.3486
24,1107,F,20040529,8:00:00,69.457,-134.3944
25,1107,F,20040529,12:00:00,69.4609,-134.3938
26,1107,F,20040529,16:01:00,69.4751,-134.3736
27,1107,F,20040529,20:00:00,69.473,-134.3644
28,1107,F,20040530,0:01:00,69.4738,-134.3644
29,1107,F,20040530,8:00:00,69.4131,-134.2387
30,1107,F,20040530,12:00:00,69.4071,-134.2177
31,1107,F,20040530,16:00:00,69.407,-134.2182
32,1107,F,20040530,20:00:00,69.4088,-134.2352
33,1107,F,20040531,0:01:00,69.4087,-134.2348
34,1107,F,20040531,8:00:00,69.3623,-134.0509
35,1107,F,20040531,12:00:00,69.3624,-134.0508
36,1107,F,20040531,16:00:00,69.3719,-134.0169
37,1107,F,20040531,20:01:00,69.3715,-134.0174
38,1107,F,20040601,0:00:00,69.3716,-134.0169
39,1107,F,20040602,4:00:00,69.3604,-134.0032
40,1107,F,20040602,8:00:00,69.3584,-134.002
41,1107,F,20040602,12:00:00,69.3543,-134.0217
42,1107,F,20040602,20:00:00,69.3538,-134.0209
43,1107,F,20040603,0:00:00,69.3531,-134.0224
44,1107,F,20040603,12:00:00,69.3064,-134.2945
45,1107,F,20040603,16:00:00,69.3342,-134.381
46,1107,F,20040603,20:00:00,69.3341,-134.3801
47,1107,F,20040604,0:00:00,69.3342,-134.38
48,1107,F,20040604,8:00:00,69.4382,-134.366
49,1107,F,20040604,12:00:00,69.4557,-134.3928
50,1107,F,20040604,16:00:00,69.4391,-134.2569
51,1107,F,20040604,20:00:00,69.4163,-134.0957
