Num,BEARID,Sex,Date,Time,Lat,Lon,r,dt
333,1046,M,20030806,4:01:00,69.0092,-134.958,0.015415577,4
334,1046,M,20030806,8:01:00,69.0158,-134.9675,0.011567627,4
335,1046,M,20030806,12:01:00,69.0108,-134.9634,0.006466065,4
336,1046,M,20030806,16:00:00,69.0087,-134.9531,0.010511898,4
337,1046,M,20030806,20:01:00,69.0051,-134.927,0.026347106,4
338,1046,M,20030807,0:01:00,69.0088,-134.9158,0.011795338,4
339,1046,M,20030807,4:00:00,69.0091,-134.9292,0.013403358,4
340,1046,M,20030807,8:01:00,69.0052,-134.926,0.005044799,4
341,1046,M,20030807,12:01:00,69.0049,-134.9256,0.0005,4
342,1046,M,20030807,16:01:00,69.003,-134.9016,0.024075091,4
343,1046,M,20030808,0:00:00,69.0032,-134.8994,0.002209072,8
344,1046,M,20030808,4:00:00,69.0015,-134.9181,0.018777114,4
345,1046,M,20030808,12:01:00,69.0032,-134.9131,0.005281098,8
346,1046,M,20030808,16:00:00,69.0027,-134.9104,0.002745906,4
347,1046,M,20030808,20:00:00,69.0033,-134.9121,0.001802776,4
348,1046,M,20030809,0:01:00,69.0003,-134.9463,0.034331327,4
349,1046,M,20030809,4:00:00,69.0102,-134.987,0.041886752,4
350,1046,M,20030809,8:01:00,69.0323,-135.0035,0.027580065,4
351,1046,M,20030809,12:01:00,69.0328,-135.0034,0.000509902,4
352,1046,M,20030809,16:00:00,69.0363,-135.0086,0.006268174,4
353,1046,M,20030809,20:03:00,69.0355,-135.0215,0.012924782,4
354,1046,M,20030810,0:01:00,69.0355,-135.0122,0.0093,4
355,1046,M,20030810,4:01:00,69.0356,-135.0193,0.007100704,4
356,1046,M,20030810,8:01:00,69.036,-135.016,0.003324154,4
357,1046,M,20030810,12:02:00,69.0361,-135.0156,0.000412311,4
358,1046,M,20030810,16:01:00,69.0393,-135.0242,0.009176056,4
359,1046,M,20030810,20:02:00,69.0386,-135.0602,0.036006805,4
360,1046,M,20030811,0:01:00,69.0371,-135.0246,0.035631587,4
361,1046,M,20030811,4:01:00,69.0343,-135.0064,0.018414125,4
362,1046,M,20030811,16:02:00,69.0325,-135.005,0.002280351,12
363,1046,M,20030812,0:00:00,69.013,-134.9633,0.046034118,8
364,1046,M,20030812,4:00:00,69.0149,-134.9237,0.039645555,4
365,1046,M,20030812,8:00:00,69.0153,-134.9041,0.019604081,4
366,1046,M,20030812,16:01:00,69.0126,-134.8982,0.006488451,8
367,1046,M,20030813,0:01:00,69.0175,-134.9081,0.011046266,8
368,1046,M,20030813,4:01:00,69.0176,-134.908,0.000141421,4
369,1046,M,20030813,8:00:00,69.0132,-134.8987,0.010288343,4
370,1046,M,20030813,12:01:00,69.0131,-134.8984,0.000316228,4
371,1046,M,20030813,16:01:00,69.0101,-134.8659,0.032638168,4
372,1046,M,20030813,20:00:00,69.005,-134.8424,0.024047037,4
373,1046,M,20030814,0:00:00,69.0041,-134.8122,0.030213408,4
374,1046,M,20030814,4:00:00,68.9973,-134.7893,0.023888282,4
375,1046,M,20030814,8:01:00,68.9952,-134.7862,0.003744329,4
376,1046,M,20030814,12:01:00,68.9951,-134.7864,0.000223607,4
377,1046,M,20030814,16:01:00,68.9952,-134.7519,0.034500145,4
378,1046,M,20030814,20:01:00,68.9954,-134.7286,0.023300858,4
379,1046,M,20030815,0:01:00,68.9953,-134.7273,0.00130384,4
380,1046,M,20030815,4:01:00,68.9862,-134.7701,0.043756714,4
381,1046,M,20030815,8:01:00,68.9849,-134.7834,0.013363383,4
382,1046,M,20030815,16:00:00,68.9864,-134.8535,0.070116047,8
383,1046,M,20030815,20:02:00,69.0063,-134.8895,0.041134049,4
384,1046,M,20030816,0:01:00,69.0066,-134.8899,0.0005,4
385,1046,M,20030816,4:00:00,69.0113,-134.8902,0.004709565,4
386,1046,M,20030816,8:01:00,69.0123,-134.89,0.001019804,4
387,1046,M,20030816,12:00:00,69.0129,-134.8901,0.000608276,4
388,1046,M,20030816,16:01:00,69.0257,-134.9118,0.025193848,4
389,1046,M,20030816,20:02:00,69.0331,-134.9664,0.055099183,4
